fps_id,name,district,taluk,pincode,latitude,longitude,capacity_kg,registered_cards_count
FPS-KA-BAL-0007,FPS BAL 0007,Ballari,Ballari Taluk 2,560962,16.667244,77.131896,3500,17
FPS-KA-BAL-0008,FPS BAL 0008,Ballari,Ballari Taluk 3,560999,14.78845,77.22656,2500,17
FPS-KA-BAL-0009,FPS BAL 0009,Ballari,Ballari Taluk 4,561036,11.986709,74.68594,3000,17
FPS-KA-BAL-0010,FPS BAL 0010,Ballari,Ballari Taluk 5,561073,11.74875,75.138656,4000,17
FPS-KA-BAL-0011,FPS BAL 0011,Ballari,Ballari Taluk 1,561110,13.637725,74.949722,3500,17
FPS-KA-BAL-0012,FPS BAL 0012,Ballari,Ballari Taluk 2,561147,16.058056,75.248637,3500,17
FPS-KA-BAL-0013,FPS BAL 0013,Ballari,Ballari Taluk 3,561184,13.04514,75.899436,3000,17
FPS-KA-BAL-0014,FPS BAL 0014,Ballari,Ballari Taluk 4,561221,12.275083,76.807689,3000,17
FPS-KA-BAL-0015,FPS BAL 0015,Ballari,Ballari Taluk 5,561258,11.910029,77.454104,3500,17
FPS-KA-BAL-0016,FPS BAL 0016,Ballari,Ballari Taluk 1,561295,15.747346,74.695505,2500,17
FPS-KA-BAL-0017,FPS BAL 0017,Ballari,Ballari Taluk 2,561332,11.530372,76.854115,2500,17
FPS-KA-BAL-0018,FPS BAL 0018,Ballari,Ballari Taluk 3,561369,15.387715,76.551525,4000,17
FPS-KA-BAL-0019,FPS BAL 0019,Ballari,Ballari Taluk 4,561406,15.741987,74.259156,2500,17
FPS-KA-BAL-0020,FPS BAL 0020,Ballari,Ballari Taluk 5,561443,13.471562,74.405542,3500,17
FPS-KA-BEL-0001,FPS BEL 0001,Belagavi,Belagavi Taluk 1,561480,16.247069,76.181543,3500,17
FPS-KA-BEL-0002,FPS BEL 0002,Belagavi,Belagavi Taluk 2,561517,13.319939,74.222454,5000,17
FPS-KA-BEL-0003,FPS BEL 0003,Belagavi,Belagavi Taluk 3,561554,13.210403,75.138142,3500,17
FPS-KA-BEL-0004,FPS BEL 0004,Belagavi,Belagavi Taluk 4,561591,15.512834,76.231451,2500,17
FPS-KA-BEL-0005,FPS BEL 0005,Belagavi,Belagavi Taluk 5,561628,16.37967,75.652752,4000,17
FPS-KA-BEL-0006,FPS BEL 0006,Belagavi,Belagavi Taluk 1,561665,12.157768,76.496357,5000,17
FPS-KA-BEL-0007,FPS BEL 0007,Belagavi,Belagavi Taluk 2,561702,15.684318,75.96447,2500,17
FPS-KA-BEL-0008,FPS BEL 0008,Belagavi,Belagavi Taluk 3,561739,15.740319,75.728285,4000,17
FPS-KA-BEL-0009,FPS BEL 0009,Belagavi,Belagavi Taluk 4,561776,14.375031,75.496394,2500,17
FPS-KA-BEL-0010,FPS BEL 0010,Belagavi,Belagavi Taluk 5,561813,11.639805,74.37762,5000,17
FPS-KA-BEL-0011,FPS BEL 0011,Belagavi,Belagavi Taluk 1,561850,11.672861,76.227436,3500,17
FPS-KA-BEL-0012,FPS BEL 0012,Belagavi,Belagavi Taluk 2,561887,13.228958,75.779997,5000,17
FPS-KA-BEL-0013,FPS BEL 0013,Belagavi,Belagavi Taluk 3,561924,16.491616,74.872523,3500,17
FPS-KA-BEL-0014,FPS BEL 0014,Belagavi,Belagavi Taluk 4,561961,13.757106,76.644429,5000,17
FPS-KA-BEL-0015,FPS BEL 0015,Belagavi,Belagavi Taluk 5,561998,12.75839,74.26943,3000,17
FPS-KA-BEL-0016,FPS BEL 0016,Belagavi,Belagavi Taluk 1,562035,13.093633,74.564275,2500,17
FPS-KA-BEL-0017,FPS BEL 0017,Belagavi,Belagavi Taluk 2,562072,16.613337,76.828421,2500,17
FPS-KA-BEL-0018,FPS BEL 0018,Belagavi,Belagavi Taluk 3,562109,14.983721,77.050112,3000,17
FPS-KA-BEL-0019,FPS BEL 0019,Belagavi,Belagavi Taluk 4,562146,15.920196,74.652995,3500,17
FPS-KA-BEL-0020,FPS BEL 0020,Belagavi,Belagavi Taluk 5,562183,16.409074,75.887698,2500,17
FPS-KA-BLR-R-0001,FPS BLR-R 0001,Bengaluru Rural,Bengaluru Rural Taluk 1,562220,15.940921,77.13632,3000,17
FPS-KA-BLR-R-0002,FPS BLR-R 0002,Bengaluru Rural,Bengaluru Rural Taluk 2,562257,13.249019,74.385182,2500,17
FPS-KA-BLR-R-0003,FPS BLR-R 0003,Bengaluru Rural,Bengaluru Rural Taluk 3,562294,12.753643,75.494877,4000,17
FPS-KA-BLR-R-0004,FPS BLR-R 0004,Bengaluru Rural,Bengaluru Rural Taluk 4,562331,15.999081,77.012557,3500,17
FPS-KA-BLR-R-0005,FPS BLR-R 0005,Bengaluru Rural,Bengaluru Rural Taluk 5,562368,11.538237,75.787616,4000,17
FPS-KA-BLR-R-0006,FPS BLR-R 0006,Bengaluru Rural,Bengaluru Rural Taluk 1,562405,13.795761,74.777377,3500,17
FPS-KA-BLR-R-0007,FPS BLR-R 0007,Bengaluru Rural,Bengaluru Rural Taluk 2,562442,12.15926,75.181653,3000,17
FPS-KA-BLR-R-0008,FPS BLR-R 0008,Bengaluru Rural,Bengaluru Rural Taluk 3,562479,16.686003,75.13121,3500,17
FPS-KA-BLR-R-0009,FPS BLR-R 0009,Bengaluru Rural,Bengaluru Rural Taluk 4,562516,14.353348,76.460566,3500,17
FPS-KA-BLR-R-0010,FPS BLR-R 0010,Bengaluru Rural,Bengaluru Rural Taluk 5,562553,13.499963,77.401237,3000,17
FPS-KA-BLR-R-0011,FPS BLR-R 0011,Bengaluru Rural,Bengaluru Rural Taluk 1,562590,16.79346,74.881238,3500,17
FPS-KA-BLR-R-0012,FPS BLR-R 0012,Bengaluru Rural,Bengaluru Rural Taluk 2,562627,14.234867,75.053074,2500,17
FPS-KA-BLR-R-0013,FPS BLR-R 0013,Bengaluru Rural,Bengaluru Rural Taluk 3,562664,13.066623,74.129104,5000,17
FPS-KA-BLR-R-0014,FPS BLR-R 0014,Bengaluru Rural,Bengaluru Rural Taluk 4,562701,14.852604,75.759377,3000,17
FPS-KA-BLR-R-0015,FPS BLR-R 0015,Bengaluru Rural,Bengaluru Rural Taluk 5,562738,11.783133,74.975263,5000,17
FPS-KA-BLR-R-0016,FPS BLR-R 0016,Bengaluru Rural,Bengaluru Rural Taluk 1,562775,16.495462,74.838467,3000,17
FPS-KA-BLR-R-0017,FPS BLR-R 0017,Bengaluru Rural,Bengaluru Rural Taluk 2,562812,12.296922,75.713085,3000,17
FPS-KA-BLR-R-0018,FPS BLR-R 0018,Bengaluru Rural,Bengaluru Rural Taluk 3,562849,16.921077,74.847193,4000,17
FPS-KA-BLR-R-0019,FPS BLR-R 0019,Bengaluru Rural,Bengaluru Rural Taluk 4,562886,15.196746,76.665669,4000,17
FPS-KA-BLR-R-0020,FPS BLR-R 0020,Bengaluru Rural,Bengaluru Rural Taluk 5,562923,12.807006,76.548757,3500,17
FPS-KA-BLR-U-0001,FPS BLR-U 0001,Bengaluru Urban,Bengaluru Urban Taluk 1,562960,13.522807,76.21307,5000,16
FPS-KA-BLR-U-0002,FPS BLR-U 0002,Bengaluru Urban,Bengaluru Urban Taluk 2,562997,14.984413,75.875211,3000,16
FPS-KA-BLR-U-0003,FPS BLR-U 0003,Bengaluru Urban,Bengaluru Urban Taluk 3,563034,11.996594,76.923559,3500,16
FPS-KA-BLR-U-0004,FPS BLR-U 0004,Bengaluru Urban,Bengaluru Urban Taluk 4,563071,13.26429,74.652815,2500,16
FPS-KA-BLR-U-0005,FPS BLR-U 0005,Bengaluru Urban,Bengaluru Urban Taluk 5,563108,11.724263,76.068125,3000,16
FPS-KA-BLR-U-0006,FPS BLR-U 0006,Bengaluru Urban,Bengaluru Urban Taluk 1,563145,15.226604,74.058057,2500,16
FPS-KA-BLR-U-0007,FPS BLR-U 0007,Bengaluru Urban,Bengaluru Urban Taluk 2,563182,14.316512,74.792735,3500,16
FPS-KA-BLR-U-0008,FPS BLR-U 0008,Bengaluru Urban,Bengaluru Urban Taluk 3,563219,15.04845,74.610283,4000,16
FPS-KA-BLR-U-0009,FPS BLR-U 0009,Bengaluru Urban,Bengaluru Urban Taluk 4,563256,15.300158,75.353574,3500,16
FPS-KA-BLR-U-0010,FPS BLR-U 0010,Bengaluru Urban,Bengaluru Urban Taluk 5,563293,16.652015,74.481323,2500,16
FPS-KA-BLR-U-0011,FPS BLR-U 0011,Bengaluru Urban,Bengaluru Urban Taluk 1,563330,13.375865,74.397157,3000,16
FPS-KA-BLR-U-0012,FPS BLR-U 0012,Bengaluru Urban,Bengaluru Urban Taluk 2,563367,16.585815,77.070688,5000,16
FPS-KA-BLR-U-0013,FPS BLR-U 0013,Bengaluru Urban,Bengaluru Urban Taluk 3,563404,12.918679,76.309944,3500,16
FPS-KA-BLR-U-0014,FPS BLR-U 0014,Bengaluru Urban,Bengaluru Urban Taluk 4,563441,15.994722,75.943203,3000,16
FPS-KA-BLR-U-0015,FPS BLR-U 0015,Bengaluru Urban,Bengaluru Urban Taluk 5,563478,14.413078,74.846483,4000,16
FPS-KA-BLR-U-0016,FPS BLR-U 0016,Bengaluru Urban,Bengaluru Urban Taluk 1,563515,12.012065,77.140255,4000,16
FPS-KA-BLR-U-0017,FPS BLR-U 0017,Bengaluru Urban,Bengaluru Urban Taluk 2,563552,16.452299,76.215855,4000,16
FPS-KA-BLR-U-0018,FPS BLR-U 0018,Bengaluru Urban,Bengaluru Urban Taluk 3,563589,13.364664,75.222234,3000,16
FPS-KA-BLR-U-0019,FPS BLR-U 0019,Bengaluru Urban,Bengaluru Urban Taluk 4,563626,15.492756,77.139886,3500,16
FPS-KA-BLR-U-0020,FPS BLR-U 0020,Bengaluru Urban,Bengaluru Urban Taluk 5,563663,16.378975,76.729564,3000,16
FPS-KA-BID-0001,FPS BID 0001,Bidar,Bidar Taluk 1,563700,15.031174,74.29449,3000,16
FPS-KA-BID-0002,FPS BID 0002,Bidar,Bidar Taluk 2,563737,12.388958,77.14494,5000,16
FPS-KA-BID-0003,FPS BID 0003,Bidar,Bidar Taluk 3,563774,14.83536,74.03219,5000,16
FPS-KA-BID-0004,FPS BID 0004,Bidar,Bidar Taluk 4,563811,12.058093,76.322256,3500,16
FPS-KA-BID-0005,FPS BID 0005,Bidar,Bidar Taluk 5,563848,11.527839,74.562828,5000,16
FPS-KA-BID-0006,FPS BID 0006,Bidar,Bidar Taluk 1,563885,14.518036,76.421633,4000,16
FPS-KA-BID-0007,FPS BID 0007,Bidar,Bidar Taluk 2,563922,15.085787,74.784943,5000,16
FPS-KA-BID-0008,FPS BID 0008,Bidar,Bidar Taluk 3,563959,15.416986,74.830372,4000,16
FPS-KA-BID-0009,FPS BID 0009,Bidar,Bidar Taluk 4,563996,13.289698,76.61272,3500,16
FPS-KA-BID-0010,FPS BID 0010,Bidar,Bidar Taluk 5,564033,15.072981,76.972282,3000,16
FPS-KA-BID-0011,FPS BID 0011,Bidar,Bidar Taluk 1,564070,15.116871,75.98908,3000,16
FPS-KA-BID-0012,FPS BID 0012,Bidar,Bidar Taluk 2,564107,12.015211,75.287005,5000,16
FPS-KA-BID-0013,FPS BID 0013,Bidar,Bidar Taluk 3,564144,12.958613,74.853964,4000,16
FPS-KA-BID-0014,FPS BID 0014,Bidar,Bidar Taluk 4,564181,16.851558,75.375842,2500,16
FPS-KA-BID-0015,FPS BID 0015,Bidar,Bidar Taluk 5,564218,16.406256,76.208985,2500,16
FPS-KA-BID-0016,FPS BID 0016,Bidar,Bidar Taluk 1,564255,15.871462,75.75923,2500,16
FPS-KA-BID-0017,FPS BID 0017,Bidar,Bidar Taluk 2,564292,14.672971,75.723812,3000,16
FPS-KA-BID-0018,FPS BID 0018,Bidar,Bidar Taluk 3,564329,12.573836,76.528582,3000,16
FPS-KA-BID-0019,FPS BID 0019,Bidar,Bidar Taluk 4,564366,13.044248,74.085106,4000,16
FPS-KA-BID-0020,FPS BID 0020,Bidar,Bidar Taluk 5,564403,15.050098,74.619887,5000,16
FPS-KA-CHA-0001,FPS CHA 0001,Chamarajanagar,Chamarajanagar Taluk 1,564440,16.672522,77.33875,2500,16
FPS-KA-CHA-0002,FPS CHA 0002,Chamarajanagar,Chamarajanagar Taluk 2,564477,16.531754,75.295555,4000,16
FPS-KA-CHA-0003,FPS CHA 0003,Chamarajanagar,Chamarajanagar Taluk 3,564514,11.585011,77.249115,4000,16
FPS-KA-CHA-0004,FPS CHA 0004,Chamarajanagar,Chamarajanagar Taluk 4,564551,13.855013,77.383292,5000,16
FPS-KA-CHA-0005,FPS CHA 0005,Chamarajanagar,Chamarajanagar Taluk 5,564588,16.79991,76.985533,4000,16
FPS-KA-CHA-0006,FPS CHA 0006,Chamarajanagar,Chamarajanagar Taluk 1,564625,13.119469,75.347842,5000,16
FPS-KA-CHA-0007,FPS CHA 0007,Chamarajanagar,Chamarajanagar Taluk 2,564662,16.181252,75.109227,3500,16
FPS-KA-CHA-0008,FPS CHA 0008,Chamarajanagar,Chamarajanagar Taluk 3,564699,12.43221,75.948804,5000,16
FPS-KA-CHA-0009,FPS CHA 0009,Chamarajanagar,Chamarajanagar Taluk 4,564736,16.648851,76.436104,2500,16
FPS-KA-CHA-0010,FPS CHA 0010,Chamarajanagar,Chamarajanagar Taluk 5,564773,14.635336,74.340118,2500,16
FPS-KA-CHA-0011,FPS CHA 0011,Chamarajanagar,Chamarajanagar Taluk 1,564810,14.88254,77.465188,5000,16
FPS-KA-CHA-0012,FPS CHA 0012,Chamarajanagar,Chamarajanagar Taluk 2,564847,12.270462,75.814154,3500,16
FPS-KA-CHA-0013,FPS CHA 0013,Chamarajanagar,Chamarajanagar Taluk 3,564884,16.325552,76.59269,3500,16
FPS-KA-CHA-0014,FPS CHA 0014,Chamarajanagar,Chamarajanagar Taluk 4,564921,15.333587,76.458694,2500,16
FPS-KA-CHA-0015,FPS CHA 0015,Chamarajanagar,Chamarajanagar Taluk 5,564958,13.477201,75.027571,3500,16
FPS-KA-CHA-0016,FPS CHA 0016,Chamarajanagar,Chamarajanagar Taluk 1,564995,15.951486,76.835397,4000,16
FPS-KA-CHA-0017,FPS CHA 0017,Chamarajanagar,Chamarajanagar Taluk 2,565032,16.268898,77.196342,3000,16
FPS-KA-CHA-0018,FPS CHA 0018,Chamarajanagar,Chamarajanagar Taluk 3,565069,14.312383,75.755307,4000,16
FPS-KA-CHA-0019,FPS CHA 0019,Chamarajanagar,Chamarajanagar Taluk 4,565106,15.890623,76.274874,2500,16
FPS-KA-CHA-0020,FPS CHA 0020,Chamarajanagar,Chamarajanagar Taluk 5,565143,15.360818,76.785274,3500,16
FPS-KA-CHB-0001,FPS CHB 0001,Chikkaballapur,Chikkaballapur Taluk 1,565180,16.395029,75.182983,5000,16
FPS-KA-CHB-0002,FPS CHB 0002,Chikkaballapur,Chikkaballapur Taluk 2,565217,13.565706,74.328937,3000,16
FPS-KA-CHB-0003,FPS CHB 0003,Chikkaballapur,Chikkaballapur Taluk 3,565254,14.680541,74.125798,5000,16
FPS-KA-CHB-0004,FPS CHB 0004,Chikkaballapur,Chikkaballapur Taluk 4,565291,14.060789,75.899256,2500,16
FPS-KA-CHB-0005,FPS CHB 0005,Chikkaballapur,Chikkaballapur Taluk 5,565328,13.075977,76.067916,3500,16
FPS-KA-CHB-0006,FPS CHB 0006,Chikkaballapur,Chikkaballapur Taluk 1,565365,11.667751,74.130719,5000,16
FPS-KA-CHB-0007,FPS CHB 0007,Chikkaballapur,Chikkaballapur Taluk 2,565402,16.024303,75.260667,5000,16
FPS-KA-CHB-0008,FPS CHB 0008,Chikkaballapur,Chikkaballapur Taluk 3,565439,12.198833,75.827851,3000,16
FPS-KA-CHB-0009,FPS CHB 0009,Chikkaballapur,Chikkaballapur Taluk 4,565476,15.734965,74.755374,3000,16
FPS-KA-CHB-0010,FPS CHB 0010,Chikkaballapur,Chikkaballapur Taluk 5,565513,14.925898,74.298716,3500,16
FPS-KA-CHB-0011,FPS CHB 0011,Chikkaballapur,Chikkaballapur Taluk 1,565550,11.784249,75.859741,3000,16
FPS-KA-CHB-0012,FPS CHB 0012,Chikkaballapur,Chikkaballapur Taluk 2,565587,14.473493,76.231005,5000,16
FPS-KA-CHB-0013,FPS CHB 0013,Chikkaballapur,Chikkaballapur Taluk 3,565624,15.493502,77.415482,5000,16
FPS-KA-CHB-0014,FPS CHB 0014,Chikkaballapur,Chikkaballapur Taluk 4,565661,14.339652,75.130348,2500,16
FPS-KA-CHB-0015,FPS CHB 0015,Chikkaballapur,Chikkaballapur Taluk 5,565698,15.873524,74.947913,5000,16
FPS-KA-CHB-0016,FPS CHB 0016,Chikkaballapur,Chikkaballapur Taluk 1,565735,13.914343,74.274597,3500,16
FPS-KA-CHB-0017,FPS CHB 0017,Chikkaballapur,Chikkaballapur Taluk 2,565772,11.639429,77.369269,4000,16
FPS-KA-CHB-0018,FPS CHB 0018,Chikkaballapur,Chikkaballapur Taluk 3,565809,16.097891,76.43591,2500,16
FPS-KA-CHB-0019,FPS CHB 0019,Chikkaballapur,Chikkaballapur Taluk 4,565846,13.749241,74.60653,2500,16
FPS-KA-CHB-0020,FPS CHB 0020,Chikkaballapur,Chikkaballapur Taluk 5,565883,12.360404,74.87585,3500,16
FPS-KA-CHK-0001,FPS CHK 0001,Chikkamagaluru,Chikkamagaluru Taluk 1,565920,14.520747,76.501086,3500,16
FPS-KA-CHK-0002,FPS CHK 0002,Chikkamagaluru,Chikkamagaluru Taluk 2,565957,15.131086,74.979769,3000,16
FPS-KA-CHK-0003,FPS CHK 0003,Chikkamagaluru,Chikkamagaluru Taluk 3,565994,16.751759,76.582639,2500,16
FPS-KA-CHK-0004,FPS CHK 0004,Chikkamagaluru,Chikkamagaluru Taluk 4,566031,14.548947,76.141023,3000,16
FPS-KA-CHK-0005,FPS CHK 0005,Chikkamagaluru,Chikkamagaluru Taluk 5,566068,13.8078,74.867058,5000,16
FPS-KA-CHK-0006,FPS CHK 0006,Chikkamagaluru,Chikkamagaluru Taluk 1,566105,13.45785,76.652461,2500,16
FPS-KA-CHK-0007,FPS CHK 0007,Chikkamagaluru,Chikkamagaluru Taluk 2,566142,11.579164,74.406254,2500,16
FPS-KA-CHK-0008,FPS CHK 0008,Chikkamagaluru,Chikkamagaluru Taluk 3,566179,11.753015,74.142551,4000,16
FPS-KA-CHK-0009,FPS CHK 0009,Chikkamagaluru,Chikkamagaluru Taluk 4,566216,16.205033,76.462803,2500,16
FPS-KA-CHK-0010,FPS CHK 0010,Chikkamagaluru,Chikkamagaluru Taluk 5,566253,14.107956,74.34242,5000,16
FPS-KA-CHK-0011,FPS CHK 0011,Chikkamagaluru,Chikkamagaluru Taluk 1,566290,14.203887,75.657151,3000,16
FPS-KA-CHK-0012,FPS CHK 0012,Chikkamagaluru,Chikkamagaluru Taluk 2,566327,12.45261,75.518481,3000,16
FPS-KA-CHK-0013,FPS CHK 0013,Chikkamagaluru,Chikkamagaluru Taluk 3,566364,13.691776,76.155475,4000,16
FPS-KA-CHK-0014,FPS CHK 0014,Chikkamagaluru,Chikkamagaluru Taluk 4,566401,14.993015,74.158564,5000,16
FPS-KA-CHK-0015,FPS CHK 0015,Chikkamagaluru,Chikkamagaluru Taluk 5,566438,13.560369,76.19051,3000,16
FPS-KA-CHK-0016,FPS CHK 0016,Chikkamagaluru,Chikkamagaluru Taluk 1,566475,14.267249,76.997714,3500,16
FPS-KA-CHK-0017,FPS CHK 0017,Chikkamagaluru,Chikkamagaluru Taluk 2,566512,15.122815,74.57027,5000,16
FPS-KA-CHK-0018,FPS CHK 0018,Chikkamagaluru,Chikkamagaluru Taluk 3,566549,11.888128,76.248467,5000,16
FPS-KA-CHK-0019,FPS CHK 0019,Chikkamagaluru,Chikkamagaluru Taluk 4,566586,11.645812,76.050215,4000,16
FPS-KA-CHK-0020,FPS CHK 0020,Chikkamagaluru,Chikkamagaluru Taluk 5,566623,16.671266,76.01416,3000,16
FPS-KA-CHI-0001,FPS CHI 0001,Chitradurga,Chitradurga Taluk 1,566660,13.634935,76.251509,5000,16
FPS-KA-CHI-0002,FPS CHI 0002,Chitradurga,Chitradurga Taluk 2,566697,14.020391,75.909659,3000,16
FPS-KA-CHI-0003,FPS CHI 0003,Chitradurga,Chitradurga Taluk 3,566734,16.678056,75.351359,3500,16
FPS-KA-CHI-0004,FPS CHI 0004,Chitradurga,Chitradurga Taluk 4,566771,16.786548,77.168727,4000,16
FPS-KA-CHI-0005,FPS CHI 0005,Chitradurga,Chitradurga Taluk 5,566808,12.576851,74.242765,3500,16
FPS-KA-CHI-0006,FPS CHI 0006,Chitradurga,Chitradurga Taluk 1,566845,12.054279,74.063776,4000,16
FPS-KA-CHI-0007,FPS CHI 0007,Chitradurga,Chitradurga Taluk 2,566882,12.019436,76.390524,5000,16
FPS-KA-CHI-0008,FPS CHI 0008,Chitradurga,Chitradurga Taluk 3,566919,11.891538,75.116415,4000,16
FPS-KA-CHI-0009,FPS CHI 0009,Chitradurga,Chitradurga Taluk 4,566956,16.146814,74.081452,2500,16
FPS-KA-CHI-0010,FPS CHI 0010,Chitradurga,Chitradurga Taluk 5,566993,15.979577,74.986492,3000,16
FPS-KA-CHI-0011,FPS CHI 0011,Chitradurga,Chitradurga Taluk 1,567030,12.149907,76.43858,3000,16
FPS-KA-CHI-0012,FPS CHI 0012,Chitradurga,Chitradurga Taluk 2,567067,14.959186,77.071152,2500,16
FPS-KA-CHI-0013,FPS CHI 0013,Chitradurga,Chitradurga Taluk 3,567104,15.542891,76.812183,3500,16
FPS-KA-CHI-0014,FPS CHI 0014,Chitradurga,Chitradurga Taluk 4,567141,13.05119,74.621038,2500,16
FPS-KA-CHI-0015,FPS CHI 0015,Chitradurga,Chitradurga Taluk 5,567178,15.628381,76.823922,5000,16
FPS-KA-CHI-0016,FPS CHI 0016,Chitradurga,Chitradurga Taluk 1,567215,16.947778,75.444162,5000,16
FPS-KA-CHI-0017,FPS CHI 0017,Chitradurga,Chitradurga Taluk 2,567252,13.546099,76.717445,3000,16
FPS-KA-CHI-0018,FPS CHI 0018,Chitradurga,Chitradurga Taluk 3,567289,13.374419,77.257651,5000,16
FPS-KA-CHI-0019,FPS CHI 0019,Chitradurga,Chitradurga Taluk 4,567326,16.22127,75.501479,3000,16
FPS-KA-CHI-0020,FPS CHI 0020,Chitradurga,Chitradurga Taluk 5,567363,15.629791,76.6409,2500,16
FPS-KA-DK-0001,FPS DK 0001,Dakshina Kannada,Dakshina Kannada Taluk 1,567400,12.067181,77.158935,2500,16
FPS-KA-DK-0002,FPS DK 0002,Dakshina Kannada,Dakshina Kannada Taluk 2,567437,14.278888,76.892601,2500,16
FPS-KA-DK-0003,FPS DK 0003,Dakshina Kannada,Dakshina Kannada Taluk 3,567474,13.260273,77.134331,3000,16
FPS-KA-DK-0004,FPS DK 0004,Dakshina Kannada,Dakshina Kannada Taluk 4,567511,13.640609,74.037932,2500,16
FPS-KA-DK-0005,FPS DK 0005,Dakshina Kannada,Dakshina Kannada Taluk 5,567548,16.479601,74.319503,2500,16
FPS-KA-DK-0006,FPS DK 0006,Dakshina Kannada,Dakshina Kannada Taluk 1,567585,13.256225,77.325217,3500,16
FPS-KA-DK-0007,FPS DK 0007,Dakshina Kannada,Dakshina Kannada Taluk 2,567622,16.728339,76.007033,2500,16
FPS-KA-DK-0008,FPS DK 0008,Dakshina Kannada,Dakshina Kannada Taluk 3,567659,14.975105,75.569559,5000,16
FPS-KA-DK-0009,FPS DK 0009,Dakshina Kannada,Dakshina Kannada Taluk 4,567696,13.112659,75.150326,3000,16
FPS-KA-DK-0010,FPS DK 0010,Dakshina Kannada,Dakshina Kannada Taluk 5,567733,15.198852,76.633311,3500,16
FPS-KA-DK-0011,FPS DK 0011,Dakshina Kannada,Dakshina Kannada Taluk 1,567770,15.853685,76.763663,4000,16
FPS-KA-DK-0012,FPS DK 0012,Dakshina Kannada,Dakshina Kannada Taluk 2,567807,12.001634,75.730471,3000,16
FPS-KA-DK-0013,FPS DK 0013,Dakshina Kannada,Dakshina Kannada Taluk 3,567844,11.816573,75.923351,5000,16
FPS-KA-DK-0014,FPS DK 0014,Dakshina Kannada,Dakshina Kannada Taluk 4,567881,13.928418,77.106965,3000,16
FPS-KA-DK-0015,FPS DK 0015,Dakshina Kannada,Dakshina Kannada Taluk 5,567918,13.430033,74.409735,5000,16
FPS-KA-DK-0016,FPS DK 0016,Dakshina Kannada,Dakshina Kannada Taluk 1,567955,12.286454,76.665287,5000,16
